Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Fault_Code,Fault_Name,Severity,Parts_Availability,Garage_Type,Mechanic_Expertise,Day_of_Week,Time_of_Day,Actual_Repair_Hours,Repair_Cost_LKR,PartsRequired_Names
288,Suzuki WagonR,2012,23709,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Senior,Weekday,Evening,7.11,29300,"Wiring Harness, Alternator"
289,Suzuki Alto,2018,29315,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Authorized,Senior,Weekend,Evening,2.32,10000,"Alternator, Starter Motor"
290,Suzuki WagonR,2020,170623,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.59,7800,"Control Arm, Shock Absorber"
291,Nissan Sunny,2008,105578,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Local,Junior,Weekend,Evening,1.23,6200,"Gearbox Mount, Clutch Plate"
292,Honda Fit,2010,168109,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Local,Junior,Weekend,Afternoon,1.89,6600,"Gearbox Mount, Clutch Plate"
293,Toyota Prius,2018,160835,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Local,Expert,Weekday,Morning,2.06,11000,"Engine Oil Filter, Piston Ring"
294,Suzuki WagonR,2022,129236,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Local,Junior,Weekday,Evening,4.15,17400,"Clutch Plate, Gearbox Mount"
295,Toyota Prius,2008,179350,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Local,Expert,Weekday,Afternoon,1.48,6400,"Brake Pad, Brake Disc"
296,Nissan Sunny,2012,111484,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Local,Senior,Weekend,Afternoon,5.54,19600,"Fuel Injector, Spark Plug"
297,Toyota Prius,2010,77308,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Senior,Weekend,Morning,7.14,27500,"Shock Absorber, Strut Mount"
298,Nissan Sunny,2021,75312,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Expert,Weekend,Evening,4.2,16800,"Strut Mount, Control Arm"
299,Toyota Prius,2016,149999,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Local,Senior,Weekend,Morning,2.07,7700,"Brake Caliper, Brake Pad"
300,Honda Fit,2015,149361,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,Order Required,Local,Expert,Weekend,Evening,5.55,29200,"Starter Motor, Fuse"
301,Toyota Corolla,2018,163880,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Senior,Weekend,Afternoon,4.34,18500,"Control Arm, Shock Absorber"
302,Nissan Sunny,2022,41996,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Authorized,Expert,Weekday,Afternoon,4.93,28200,"Spark Plug, Timing Belt"
303,Suzuki Alto,2013,32059,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,Order Required,Authorized,Junior,Weekend,Afternoon,1.6,8200,"Brake Pad, Brake Caliper"
304,Toyota Corolla,2022,161030,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Junior,Weekday,Afternoon,6.05,21500,"Gearbox Mount, Transmission Fluid Filter"
305,Nissan Sunny,2013,37063,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,Order Required,Local,Junior,Weekday,Afternoon,2.42,14000,"Strut Mount, Ball Joint"
306,Honda Civic,2021,168490,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Local,Senior,Weekend,Morning,2.27,8300,"Spark Plug, Engine Oil Filter"
307,Honda Fit,2018,89362,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Local,Junior,Weekend,Afternoon,2.2,9700,"Brake Pad, Brake Fluid Hose"
308,Suzuki WagonR,2016,161356,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,Order Required,Local,Expert,Weekend,Afternoon,3.56,14900,"Wiring Harness, Alternator"
309,Suzuki Alto,2016,32242,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Local,Expert,Weekday,Afternoon,5.64,33700,"Shock Absorber, Ball Joint"
310,Suzuki WagonR,2014,21196,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Senior,Weekday,Afternoon,3.2,14100,"Shock Absorber, Strut Mount"
311,Suzuki Alto,2012,47890,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Local,Senior,Weekday,Evening,7.38,35500,"Starter Motor, Battery"
312,Suzuki Alto,2014,82437,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,In Stock,Local,Senior,Weekday,Morning,7.48,38600,"Battery, Alternator"
313,Toyota Prius,2011,127737,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Authorized,Junior,Weekday,Evening,4.19,24300,"Brake Fluid Hose, Brake Disc"
314,Toyota Prius,2010,94204,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Local,Junior,Weekend,Evening,5.88,28400,"Wiring Harness, Fuse"
315,Suzuki Alto,2012,43308,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,In Stock,Local,Junior,Weekend,Morning,1.01,4800,"Fuel Injector, Spark Plug"
316,Honda Civic,2018,172575,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Expert,Weekday,Morning,3.22,17700,"Fuel Injector, Piston Ring"
317,Toyota Corolla,2017,159735,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Local,Expert,Weekday,Morning,6.84,40600,"Shock Absorber, Control Arm"
318,Toyota Prius,2021,42735,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Junior,Weekend,Afternoon,2.02,8000,"Shock Absorber, Ball Joint"
319,Toyota Prius,2022,23550,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Local,Senior,Weekday,Evening,1.05,4000,"Strut Mount, Ball Joint"
320,Suzuki Alto,2014,43312,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Expert,Weekend,Evening,6.93,33900,"Clutch Plate, Transmission Fluid Filter"
321,Toyota Corolla,2019,108576,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Authorized,Expert,Weekend,Afternoon,1.88,8500,"Control Arm, Shock Absorber"
322,Honda Fit,2014,36054,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,Order Required,Local,Expert,Weekday,Evening,3.64,18400,"Fuse, Starter Motor"
323,Suzuki WagonR,2011,28571,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Senior,Weekday,Evening,2.78,16300,"Brake Fluid Hose, Brake Disc"
324,Honda Fit,2021,43003,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,In Stock,Authorized,Junior,Weekend,Afternoon,4.16,15000,"Wiring Harness, Starter Motor"
325,Toyota Corolla,2012,82062,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,Order Required,Authorized,Junior,Weekday,Morning,6.6,31600,"Engine Oil Filter, Fuel Injector"
326,Toyota Prius,2012,36312,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,Order Required,Local,Expert,Weekend,Afternoon,1.0,5800,"Clutch Plate, Gearbox Mount"
327,Toyota Prius,2009,86479,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.42,12100,"Strut Mount, Control Arm"
328,Suzuki Alto,2018,114169,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Local,Junior,Weekend,Morning,4.76,26300,"Strut Mount, Shock Absorber"
329,Toyota Prius,2022,95936,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Junior,Weekday,Afternoon,5.79,22100,"Control Arm, Ball Joint"
330,Honda Fit,2020,166837,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,In Stock,Local,Senior,Weekday,Afternoon,5.75,27900,"Spark Plug, Engine Oil Filter"
331,Honda Civic,2019,56566,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Authorized,Expert,Weekend,Morning,3.78,19400,"Brake Fluid Hose, Brake Caliper"
332,Honda Fit,2008,134090,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Local,Expert,Weekday,Evening,3.54,12600,"Transmission Fluid Filter, Clutch Plate"
333,Toyota Prius,2019,101426,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,Order Required,Authorized,Junior,Weekend,Morning,7.21,37600,"Fuel Injector, Piston Ring"
334,Toyota Prius,2013,146936,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.5,16900,"Shock Absorber, Ball Joint"
335,Toyota Corolla,2012,113231,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,5.63,20800,"Gearbox Mount, Transmission Fluid Filter"
336,Suzuki WagonR,2012,157316,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Local,Expert,Weekday,Afternoon,1.44,6200,"Brake Pad, Brake Fluid Hose"
337,Nissan Sunny,2019,29659,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Expert,Weekday,Morning,1.72,8900,"Strut Mount, Control Arm"
338,Toyota Prius,2016,140804,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Local,Senior,Weekend,Morning,1.04,4100,"Brake Pad, Brake Caliper"
339,Toyota Prius,2015,43410,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Authorized,Senior,Weekend,Evening,5.78,26500,"Brake Disc, Brake Caliper"
340,Suzuki WagonR,2014,147667,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Local,Senior,Weekday,Morning,1.28,7600,"Gearbox Mount, Clutch Plate"
341,Nissan Sunny,2021,58179,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Expert,Weekend,Afternoon,6.49,33300,"Brake Fluid Hose, Brake Pad"
342,Honda Civic,2012,154802,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Local,Junior,Weekday,Morning,7.1,39100,"Piston Ring, Spark Plug"
343,Toyota Corolla,2012,130656,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Junior,Weekday,Morning,2.12,11400,"Strut Mount, Control Arm"
344,Toyota Corolla,2010,156750,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Authorized,Expert,Weekend,Afternoon,4.46,19800,"Strut Mount, Shock Absorber"
345,Toyota Prius,2012,25969,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Senior,Weekend,Morning,6.76,30300,"Brake Pad, Brake Disc"
346,Toyota Corolla,2019,20235,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Expert,Weekday,Afternoon,1.9,8000,"Battery, Fuse"
347,Honda Fit,2012,36176,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Expert,Weekend,Evening,4.46,17300,"Brake Pad, Brake Disc"
348,Suzuki Alto,2017,70689,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Local,Senior,Weekday,Morning,6.79,26900,"Brake Pad, Brake Caliper"
349,Suzuki WagonR,2008,122522,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Junior,Weekday,Evening,1.96,7600,"Fuel Injector, Spark Plug"
350,Toyota Corolla,2017,50173,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Local,Junior,Weekend,Afternoon,4.97,24200,"Brake Pad, Brake Caliper"
351,Suzuki WagonR,2008,158081,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekend,Afternoon,7.04,29400,"Gearbox Mount, Transmission Fluid Filter"
352,Suzuki WagonR,2009,32118,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.93,9900,"Starter Motor, Fuse"
353,Toyota Prius,2015,25376,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Authorized,Senior,Weekday,Afternoon,1.31,5200,"Engine Oil Filter, Timing Belt"
354,Nissan Sunny,2020,101234,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Local,Junior,Weekend,Afternoon,3.98,23500,"Gearbox Mount, Clutch Plate"
355,Honda Civic,2011,112800,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Junior,Weekend,Evening,6.05,25200,"Control Arm, Ball Joint"
356,Toyota Prius,2018,177665,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,3.31,19300,"Control Arm, Strut Mount"
357,Toyota Corolla,2015,137570,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Senior,Weekend,Evening,1.1,4300,"Gearbox Mount, Transmission Fluid Filter"
358,Nissan Sunny,2019,24030,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Senior,Weekend,Afternoon,3.94,18200,"Fuel Injector, Timing Belt"
359,Honda Fit,2015,176731,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,In Stock,Authorized,Senior,Weekend,Morning,6.03,26600,"Clutch Plate, Gearbox Mount"
360,Suzuki Alto,2010,22394,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Senior,Weekend,Evening,4.63,19100,"Engine Oil Filter, Timing Belt"
361,Toyota Corolla,2018,118658,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Local,Junior,Weekend,Morning,4.35,23000,"Brake Disc, Brake Caliper"
362,Toyota Prius,2012,160003,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Junior,Weekend,Morning,6.22,25800,"Brake Disc, Brake Pad"
363,Nissan Sunny,2017,168849,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.28,19500,"Timing Belt, Engine Oil Filter"
364,Honda Fit,2010,66413,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Local,Expert,Weekday,Afternoon,6.07,35600,"Transmission Fluid Filter, Gearbox Mount"
365,Toyota Prius,2020,86257,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Authorized,Junior,Weekday,Morning,5.59,27400,"Ball Joint, Control Arm"
366,Honda Fit,2019,116918,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Authorized,Junior,Weekday,Evening,6.07,26400,"Brake Caliper, Brake Pad"
367,Honda Fit,2012,88726,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,Order Required,Local,Junior,Weekend,Afternoon,2.26,11400,"Strut Mount, Control Arm"
368,Honda Civic,2021,94432,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Junior,Weekday,Afternoon,4.76,21900,"Brake Disc, Brake Fluid Hose"
369,Toyota Prius,2009,78861,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Authorized,Junior,Weekend,Afternoon,4.31,24200,"Clutch Plate, Gearbox Mount"
370,Honda Fit,2022,100099,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,1.13,4500,"Transmission Fluid Filter, Clutch Plate"
371,Suzuki WagonR,2022,155402,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Expert,Weekday,Morning,6.94,40200,"Transmission Fluid Filter, Clutch Plate"
372,Toyota Prius,2018,28723,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Local,Expert,Weekend,Afternoon,2.06,8300,"Brake Caliper, Brake Fluid Hose"
373,Toyota Corolla,2022,116555,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Senior,Weekend,Afternoon,1.17,4400,"Strut Mount, Ball Joint"
374,Suzuki Alto,2017,172001,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Expert,Weekday,Evening,2.38,12800,"Wiring Harness, Fuse"
375,Toyota Prius,2016,149248,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,2.47,8700,"Clutch Plate, Transmission Fluid Filter"
376,Toyota Corolla,2018,54003,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Senior,Weekend,Morning,1.68,8400,"Engine Oil Filter, Timing Belt"
377,Suzuki WagonR,2017,95656,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Local,Senior,Weekday,Morning,4.29,25700,"Battery, Starter Motor"
378,Nissan Sunny,2022,90093,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Senior,Weekday,Evening,6.59,34600,"Starter Motor, Wiring Harness"
379,Toyota Corolla,2011,155728,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,In Stock,Local,Junior,Weekend,Morning,7.13,39200,"Piston Ring, Engine Oil Filter"
380,Toyota Prius,2009,73343,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Local,Expert,Weekend,Evening,4.73,20200,"Shock Absorber, Strut Mount"
381,Honda Fit,2017,64938,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Local,Expert,Weekend,Afternoon,7.15,32600,"Starter Motor, Fuse"
382,Honda Fit,2022,72675,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,Order Required,Local,Expert,Weekday,Morning,4.01,17700,"Shock Absorber, Strut Mount"
383,Honda Fit,2022,121963,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,4.82,23500,"Engine Oil Filter, Spark Plug"
384,Suzuki WagonR,2011,110549,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Expert,Weekday,Morning,6.94,36100,"Brake Pad, Brake Caliper"
385,Suzuki WagonR,2014,169702,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Junior,Weekend,Morning,2.47,11200,"Starter Motor, Fuse"
386,Toyota Prius,2017,65596,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Local,Expert,Weekend,Evening,5.71,29000,"Control Arm, Strut Mount"
387,Honda Fit,2010,146511,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,Order Required,Local,Expert,Weekend,Morning,5.81,25300,"Timing Belt, Spark Plug"
388,Toyota Corolla,2013,52776,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,Order Required,Local,Expert,Weekend,Afternoon,3.5,16900,"Wiring Harness, Fuse"
389,Suzuki WagonR,2017,125352,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Expert,Weekday,Evening,4.67,18100,"Spark Plug, Fuel Injector"
390,Suzuki WagonR,2010,54823,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Senior,Weekday,Morning,5.89,21000,"Transmission Fluid Filter, Gearbox Mount"
391,Toyota Corolla,2009,150675,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Junior,Weekend,Afternoon,4.19,15300,"Engine Oil Filter, Fuel Injector"
392,Toyota Corolla,2012,174970,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.91,7700,"Brake Caliper, Brake Pad"
393,Nissan Sunny,2016,168716,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Junior,Weekend,Evening,4.32,22600,"Brake Disc, Brake Pad"
394,Suzuki Alto,2009,82943,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Authorized,Expert,Weekday,Afternoon,4.87,20400,"Strut Mount, Shock Absorber"
395,Toyota Prius,2011,58295,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Local,Junior,Weekday,Evening,5.93,23700,"Brake Caliper, Brake Disc"
396,Nissan Sunny,2013,22342,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Junior,Weekday,Morning,4.85,24200,"Wiring Harness, Battery"
397,Toyota Corolla,2016,160751,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Authorized,Expert,Weekday,Evening,5.84,22600,"Transmission Fluid Filter, Clutch Plate"
398,Honda Civic,2014,153527,Engine,Misfire,ENG-847,Misfire Issue,High,In Stock,Local,Senior,Weekday,Afternoon,6.21,28800,"Piston Ring, Spark Plug"
399,Honda Fit,2019,39771,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.1,8500,"Gearbox Mount, Transmission Fluid Filter"
400,Toyota Corolla,2012,65356,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Local,Senior,Weekend,Morning,3.02,13100,"Piston Ring, Fuel Injector"
401,Suzuki Alto,2016,28831,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,In Stock,Authorized,Junior,Weekday,Afternoon,4.78,19600,"Wiring Harness, Starter Motor"
402,Honda Fit,2012,97244,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.76,22300,"Alternator, Starter Motor"
403,Toyota Corolla,2018,124160,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Local,Junior,Weekday,Afternoon,4.53,16500,"Gearbox Mount, Clutch Plate"
404,Honda Civic,2021,97254,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Local,Senior,Weekend,Afternoon,2.17,8500,"Fuse, Wiring Harness"
405,Nissan Sunny,2011,76728,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Local,Junior,Weekday,Afternoon,1.83,8700,"Brake Pad, Brake Caliper"
406,Suzuki Alto,2018,30993,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.47,22900,"Clutch Plate, Gearbox Mount"
407,Honda Fit,2018,170539,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.38,5900,"Wiring Harness, Fuse"
408,Honda Fit,2013,113480,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Senior,Weekend,Afternoon,3.15,14800,"Control Arm, Shock Absorber"
409,Honda Civic,2016,92379,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Authorized,Expert,Weekday,Evening,7.11,39900,"Shock Absorber, Control Arm"
410,Nissan Sunny,2021,147365,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,In Stock,Authorized,Expert,Weekend,Evening,5.91,33700,"Gearbox Mount, Clutch Plate"
411,Honda Fit,2022,29978,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,Order Required,Authorized,Expert,Weekday,Morning,6.1,31000,"Gearbox Mount, Clutch Plate"
412,Suzuki Alto,2011,72217,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Authorized,Senior,Weekday,Morning,3.06,13000,"Transmission Fluid Filter, Gearbox Mount"
413,Toyota Prius,2017,30102,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Expert,Weekend,Morning,4.74,26900,"Ball Joint, Strut Mount"
414,Honda Fit,2018,118082,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.09,10900,"Fuel Injector, Piston Ring"
415,Suzuki WagonR,2008,65800,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Local,Senior,Weekend,Evening,1.23,6800,"Brake Pad, Brake Fluid Hose"
416,Nissan Sunny,2014,155707,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Local,Expert,Weekend,Morning,6.49,36600,"Fuel Injector, Engine Oil Filter"
417,Honda Civic,2019,56497,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,Order Required,Local,Senior,Weekday,Morning,7.37,41600,"Engine Oil Filter, Timing Belt"
418,Suzuki Alto,2017,119700,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,In Stock,Local,Junior,Weekend,Afternoon,6.63,36900,"Starter Motor, Alternator"
419,Suzuki Alto,2019,142504,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,4.75,18600,"Control Arm, Shock Absorber"
420,Toyota Prius,2009,131181,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Expert,Weekend,Morning,1.66,9400,"Clutch Plate, Gearbox Mount"
421,Nissan Sunny,2015,113287,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Authorized,Junior,Weekday,Evening,7.01,35100,"Brake Caliper, Brake Pad"
422,Suzuki WagonR,2022,145465,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Authorized,Senior,Weekend,Afternoon,2.93,12800,"Starter Motor, Battery"
423,Suzuki Alto,2018,167817,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Authorized,Junior,Weekend,Afternoon,4.59,26900,"Clutch Plate, Gearbox Mount"
424,Toyota Prius,2012,55895,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,Order Required,Local,Junior,Weekend,Morning,4.56,22400,"Ball Joint, Strut Mount"
425,Suzuki WagonR,2022,110739,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Junior,Weekday,Morning,4.58,24600,"Shock Absorber, Control Arm"
426,Honda Fit,2013,137936,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Expert,Weekend,Afternoon,5.98,23800,"Piston Ring, Engine Oil Filter"
427,Toyota Corolla,2009,164213,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,6.7,32700,"Strut Mount, Shock Absorber"
428,Toyota Corolla,2022,138213,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Authorized,Expert,Weekday,Morning,7.43,27700,"Brake Fluid Hose, Brake Disc"
429,Toyota Prius,2019,87463,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Senior,Weekend,Morning,1.19,4300,"Wiring Harness, Starter Motor"
430,Honda Civic,2015,124425,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Senior,Weekday,Evening,1.75,8500,"Gearbox Mount, Transmission Fluid Filter"
